ID,Category,Topic,Details,Location,Timestamp,Source
RES-20268105,Disease,Pesticide Poisoning,Pathogen: Chemical Toxicity. Clinical Signs: Dead bees with extended tongues (probiscis); spinning. Recommended Protocol: Move hives; feed sugar syrup to dilute toxin. Risk Level: Critical.,Mombasa,2026-02-12,BeeYield University Research
RES-20268106,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 91%. Brood viability: 78%. Temperament: Aggressive.,Mombasa,2026-02-12,BeeYield University Research
RES-20268107,Disease,Lesser Wax Moth,Pathogen: Achroia grisella. Clinical Signs: Small tunnels in comb; affects stored pollen. Recommended Protocol: Freezing equipment; hygiene. Risk Level: Low.,Mombasa,2026-02-12,BeeYield University Research
RES-20268108,Apiary Management,Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 4kg honey. Mite count: 18/100 bees.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268109,Apiary Management,Warre Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 20kg honey. Mite count: 15/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268110,Harvesting,Canola Honey Harvest,Yield: 9.8kg per hive. Moisture content: 21.7%. HMF levels compliant. Extraction method: Centrifugal.,Kitui,2026-02-12,BeeYield University Research
RES-20268111,Apiary Management,Flow Hive Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 10kg honey. Mite count: 10/100 bees.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268112,Genetics,Queen Performance Metric,Lineage: Makueni-Adaptive. Hygienic score: 85%. Brood viability: 75%. Temperament: Defensive.,Makueni,2026-02-12,BeeYield University Research
RES-20268113,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268114,Harvesting,Avocado Honey Harvest,Yield: 14.0kg per hive. Moisture content: 20.1%. HMF levels compliant. Extraction method: Drip.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268115,Disease,Euvarroa sinhai,Pathogen: Parasitic Mite. Clinical Signs: Affects dwarf honey bees primarily; spillover risk. Recommended Protocol: Quarantine; monitoring. Risk Level: Low.,Kisumu,2026-02-12,BeeYield University Research
RES-20268116,Disease,Parafoulbrood,Pathogen: Bacillus para-alvei. Clinical Signs: Similar to EFB but larvae turn reddish-brown. Recommended Protocol: Antibiotics; Re-queening. Risk Level: Medium.,Makueni,2026-02-12,BeeYield University Research
RES-20268117,Harvesting,Sunflower Honey Harvest,Yield: 54.0kg per hive. Moisture content: 17.5%. HMF levels compliant. Extraction method: Crush & Strain.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268118,Disease,Braula Coeca (Bee Louse),Pathogen: Wingless Fly. Clinical Signs: Steals food from queen/workers; tunneling in cappings. Recommended Protocol: Tobacco smoke; Camphor. Risk Level: Low.,Aberdares,2026-02-12,BeeYield University Research
RES-20268119,Apiary Management,Top Bar Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 4kg honey. Mite count: 0/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268120,Harvesting,Multifloral Honey Harvest,Yield: 34.3kg per hive. Moisture content: 15.6%. HMF levels compliant. Extraction method: Crush & Strain.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268121,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Baringo,2026-02-12,BeeYield University Research
RES-20268122,Disease,Deformed Wing Virus (DWV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Twisted/shriveled wings; shortened abdomen. Recommended Protocol: Control Varroa mites aggressively. Risk Level: Critical.,Kitui,2026-02-12,BeeYield University Research
RES-20268123,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Critical. Queen laying pattern solid. Stores: 29kg honey. Mite count: 17/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20268124,Disease,Israeli Acute Paralysis Virus (IAPV),Pathogen: Virus. Clinical Signs: Shivering wings; progression to paralysis and death. Recommended Protocol: Strengthen immunity via nutrition. Risk Level: High.,Aberdares,2026-02-12,BeeYield University Research
RES-20268125,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Kibwezi,2026-02-12,BeeYield University Research
RES-20268126,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 71%. Brood viability: 87%. Temperament: Aggressive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268127,Disease,Starvation,Pathogen: Management Failure. Clinical Signs: Bees dead with heads in cells; pile on bottom board. Recommended Protocol: Emergency feeding (fondant/sugar). Risk Level: Critical.,Kisumu,2026-02-12,BeeYield University Research
RES-20268128,Apiary Management,Flow Hive Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 12kg honey. Mite count: 16/100 bees.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268129,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268130,Harvesting,Macadamia Honey Harvest,Yield: 47.4kg per hive. Moisture content: 16.0%. HMF levels compliant. Extraction method: Centrifugal.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268131,Harvesting,Orange Blossom Honey Harvest,Yield: 58.6kg per hive. Moisture content: 19.2%. HMF levels compliant. Extraction method: Crush & Strain.,Aberdares,2026-02-12,BeeYield University Research
RES-20268132,Disease,Dysentery,Pathogen: Condition (Not specific pathogen). Clinical Signs: Spotting on frames/entrance; swollen abdomens. Recommended Protocol: Feed thick syrup; flight cleansing weather. Risk Level: Medium.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268133,Apiary Management,Flow Hive Hive Inspection,Colony Status: Queenless. Queen laying pattern spotty. Stores: 15kg honey. Mite count: 18/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268134,Apiary Management,Warre Hive Inspection,Colony Status: Average. Queen laying pattern solid. Stores: 33kg honey. Mite count: 8/100 bees.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268135,Disease,Parafoulbrood,Pathogen: Bacillus para-alvei. Clinical Signs: Similar to EFB but larvae turn reddish-brown. Recommended Protocol: Antibiotics; Re-queening. Risk Level: Medium.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268136,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 70%. Brood viability: 85%. Temperament: Aggressive.,Kisumu,2026-02-12,BeeYield University Research
RES-20268137,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 92%. Brood viability: 82%. Temperament: Aggressive.,Mombasa,2026-02-12,BeeYield University Research
RES-20268138,Harvesting,Avocado Honey Harvest,Yield: 36.8kg per hive. Moisture content: 17.8%. HMF levels compliant. Extraction method: Drip.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268139,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Weak. Queen laying pattern drone-layer. Stores: 14kg honey. Mite count: 15/100 bees.,Mombasa,2026-02-12,BeeYield University Research
RES-20268140,Harvesting,Multifloral Honey Harvest,Yield: 45.7kg per hive. Moisture content: 18.9%. HMF levels compliant. Extraction method: Centrifugal.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268141,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Aberdares,2026-02-12,BeeYield University Research
RES-20268142,Apiary Management,Top Bar Hive Inspection,Colony Status: Weak. Queen laying pattern drone-layer. Stores: 4kg honey. Mite count: 16/100 bees.,Aberdares,2026-02-12,BeeYield University Research
RES-20268143,Harvesting,Croton Honey Harvest,Yield: 58.9kg per hive. Moisture content: 20.4%. HMF levels compliant. Extraction method: Drip.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268144,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Narok,2026-02-12,BeeYield University Research
RES-20268145,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 85%. Brood viability: 78%. Temperament: Aggressive.,Kitui,2026-02-12,BeeYield University Research
RES-20268146,Apiary Management,Langstroth Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 12kg honey. Mite count: 15/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20268147,Sustainability,Sustainable Practice Implementation,Use of biopesticides during non-foraging hours.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268148,Disease,Israeli Acute Paralysis Virus (IAPV),Pathogen: Virus. Clinical Signs: Shivering wings; progression to paralysis and death. Recommended Protocol: Strengthen immunity via nutrition. Risk Level: High.,Narok,2026-02-12,BeeYield University Research
RES-20268149,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Weak. Queen laying pattern spotty. Stores: 12kg honey. Mite count: 11/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20268150,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268151,Apiary Management,Flow Hive Hive Inspection,Colony Status: Queenless. Queen laying pattern drone-layer. Stores: 32kg honey. Mite count: 10/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268152,Harvesting,Acacia Honey Harvest,Yield: 18.4kg per hive. Moisture content: 19.0%. HMF levels compliant. Extraction method: Crush & Strain.,Baringo,2026-02-12,BeeYield University Research
RES-20268153,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Rift Valley,2026-02-12,BeeYield University Research
RES-20268154,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 27kg honey. Mite count: 21/100 bees.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268155,Genetics,Queen Performance Metric,Lineage: Kibwezi-Adaptive. Hygienic score: 73%. Brood viability: 96%. Temperament: Docile.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268156,Apiary Management,Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 15kg honey. Mite count: 4/100 bees.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268157,Apiary Management,Warre Hive Inspection,Colony Status: Average. Queen laying pattern drone-layer. Stores: 18kg honey. Mite count: 12/100 bees.,Kitui,2026-02-12,BeeYield University Research
RES-20268158,Disease,Asian Hornet,Pathogen: Vespa velutina. Clinical Signs: Hawking behavior at entrance; pile of dead bees. Recommended Protocol: Trapping; Nest destruction; Electric harps. Risk Level: Critical.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268159,Harvesting,Sunflower Honey Harvest,Yield: 56.9kg per hive. Moisture content: 17.5%. HMF levels compliant. Extraction method: Drip.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268160,Apiary Management,Warre Hive Inspection,Colony Status: Strong. Queen laying pattern solid. Stores: 10kg honey. Mite count: 8/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268161,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 32kg honey. Mite count: 25/100 bees.,Aberdares,2026-02-12,BeeYield University Research
RES-20268162,Genetics,Queen Performance Metric,Lineage: Rift Valley-Adaptive. Hygienic score: 72%. Brood viability: 98%. Temperament: Defensive.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268163,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 70%. Brood viability: 89%. Temperament: Defensive.,Baringo,2026-02-12,BeeYield University Research
RES-20268164,Disease,Small Hive Beetle (SHB),Pathogen: Aethina tumida. Clinical Signs: Fermented honey; slimy combs; larvae tunneling. Recommended Protocol: Beetle traps; Soil drench; Strong colonies. Risk Level: High (Warm climates).,Narok,2026-02-12,BeeYield University Research
RES-20268165,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 72%. Brood viability: 85%. Temperament: Docile.,Kisumu,2026-02-12,BeeYield University Research
RES-20268166,Harvesting,Canola Honey Harvest,Yield: 23.7kg per hive. Moisture content: 21.2%. HMF levels compliant. Extraction method: Drip.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268167,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 22kg honey. Mite count: 24/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268168,Harvesting,Canola Honey Harvest,Yield: 28.8kg per hive. Moisture content: 18.7%. HMF levels compliant. Extraction method: Centrifugal.,Mombasa,2026-02-12,BeeYield University Research
RES-20268169,Disease,European Foulbrood (EFB),Pathogen: Melissococcus plutonius. Clinical Signs: Larvae twisted/yellow; sour smell; spotty brood. Recommended Protocol: Oxytetracycline; Re-queening; Shook swarm. Risk Level: High.,Kisumu,2026-02-12,BeeYield University Research
RES-20268170,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268171,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268172,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268173,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 99%. Brood viability: 84%. Temperament: Defensive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268174,Harvesting,Macadamia Honey Harvest,Yield: 13.5kg per hive. Moisture content: 17.4%. HMF levels compliant. Extraction method: Crush & Strain.,Makueni,2026-02-12,BeeYield University Research
RES-20268175,Apiary Management,Top Bar Hive Inspection,Colony Status: Queenless. Queen laying pattern drone-layer. Stores: 19kg honey. Mite count: 1/100 bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20268176,Harvesting,Lavender Honey Harvest,Yield: 44.5kg per hive. Moisture content: 18.3%. HMF levels compliant. Extraction method: Crush & Strain.,Mombasa,2026-02-12,BeeYield University Research
RES-20268177,Disease,Tropilaelaps Mite,Pathogen: Tropilaelaps clareae. Clinical Signs: Similar to Varroa but faster reproduction; deformed brood. Recommended Protocol: Brood break; Formic Acid. Risk Level: Critical (Emerging).,Narok,2026-02-12,BeeYield University Research
RES-20268178,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268179,Sustainability,Sustainable Practice Implementation,Use of biopesticides during non-foraging hours.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268180,Apiary Management,Langstroth Hive Inspection,Colony Status: Queenless. Queen laying pattern spotty. Stores: 19kg honey. Mite count: 16/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20268181,Apiary Management,Traditional Log Hive Inspection,Colony Status: Weak. Queen laying pattern solid. Stores: 23kg honey. Mite count: 11/100 bees.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268182,Apiary Management,Traditional Log Hive Inspection,Colony Status: Strong. Queen laying pattern solid. Stores: 28kg honey. Mite count: 24/100 bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20268183,Disease,Chalkbrood,Pathogen: Ascosphaera apis. Clinical Signs: Hard white/grey mummies in cells/entrance. Recommended Protocol: Increase ventilation; Re-queen with hygienic stock. Risk Level: Low.,Aberdares,2026-02-12,BeeYield University Research
RES-20268184,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268185,Apiary Management,Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 30kg honey. Mite count: 10/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20268186,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 39kg honey. Mite count: 15/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20268187,Genetics,Queen Performance Metric,Lineage: Nairobi Peri-Urban-Adaptive. Hygienic score: 79%. Brood viability: 90%. Temperament: Aggressive.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268188,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Narok,2026-02-12,BeeYield University Research
RES-20268189,Genetics,Queen Performance Metric,Lineage: Rift Valley-Adaptive. Hygienic score: 95%. Brood viability: 99%. Temperament: Defensive.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268190,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Kitui,2026-02-12,BeeYield University Research
RES-20268191,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Narok,2026-02-12,BeeYield University Research
RES-20268192,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268193,Genetics,Queen Performance Metric,Lineage: Aberdares-Adaptive. Hygienic score: 80%. Brood viability: 78%. Temperament: Defensive.,Aberdares,2026-02-12,BeeYield University Research
RES-20268194,Harvesting,Lavender Honey Harvest,Yield: 48.0kg per hive. Moisture content: 19.2%. HMF levels compliant. Extraction method: Centrifugal.,Kakamega,2026-02-12,BeeYield University Research
RES-20268195,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268196,Harvesting,Sunflower Honey Harvest,Yield: 23.9kg per hive. Moisture content: 19.2%. HMF levels compliant. Extraction method: Drip.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268197,Sustainability,Sustainable Practice Implementation,Crop rotation with legumes to boost soil N and nectar.,Kakamega,2026-02-12,BeeYield University Research
RES-20268198,Disease,Powdery Scale (AFB Variant),Pathogen: Paenibacillus larvae (subsp.). Clinical Signs: Hard brittle scale on cell bottom; resistant to removal. Recommended Protocol: Sterilization of frames; antibiotics ineffective. Risk Level: Critical.,Baringo,2026-02-12,BeeYield University Research
RES-20268199,Genetics,Queen Performance Metric,Lineage: Coastal Region-Adaptive. Hygienic score: 88%. Brood viability: 96%. Temperament: Aggressive.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268200,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 95%. Brood viability: 81%. Temperament: Defensive.,Kakamega,2026-02-12,BeeYield University Research
RES-20268201,Apiary Management,Traditional Log Hive Inspection,Colony Status: Critical. Queen laying pattern spotty. Stores: 2kg honey. Mite count: 6/100 bees.,Baringo,2026-02-12,BeeYield University Research
RES-20268202,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern spotty. Stores: 34kg honey. Mite count: 17/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20268203,Genetics,Queen Performance Metric,Lineage: Aberdares-Adaptive. Hygienic score: 99%. Brood viability: 82%. Temperament: Aggressive.,Aberdares,2026-02-12,BeeYield University Research
RES-20268204,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Kakamega,2026-02-12,BeeYield University Research
RES-20268205,Genetics,Queen Performance Metric,Lineage: Mount Kenya-Adaptive. Hygienic score: 74%. Brood viability: 75%. Temperament: Docile.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268206,Disease,Pesticide Poisoning,Pathogen: Chemical Toxicity. Clinical Signs: Dead bees with extended tongues (probiscis); spinning. Recommended Protocol: Move hives; feed sugar syrup to dilute toxin. Risk Level: Critical.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268207,Genetics,Queen Performance Metric,Lineage: Makueni-Adaptive. Hygienic score: 99%. Brood viability: 96%. Temperament: Defensive.,Makueni,2026-02-12,BeeYield University Research
RES-20268208,Harvesting,Multifloral Honey Harvest,Yield: 34.9kg per hive. Moisture content: 17.9%. HMF levels compliant. Extraction method: Crush & Strain.,Aberdares,2026-02-12,BeeYield University Research
RES-20268209,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Critical. Queen laying pattern solid. Stores: 26kg honey. Mite count: 13/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268210,Genetics,Queen Performance Metric,Lineage: Kibwezi-Adaptive. Hygienic score: 97%. Brood viability: 99%. Temperament: Defensive.,Kibwezi,2026-02-12,BeeYield University Research
RES-20268211,Harvesting,Macadamia Honey Harvest,Yield: 37.7kg per hive. Moisture content: 21.0%. HMF levels compliant. Extraction method: Centrifugal.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20268212,Disease,Israeli Acute Paralysis Virus (IAPV),Pathogen: Virus. Clinical Signs: Shivering wings; progression to paralysis and death. Recommended Protocol: Strengthen immunity via nutrition. Risk Level: High.,Kitui,2026-02-12,BeeYield University Research
RES-20268213,Harvesting,Avocado Honey Harvest,Yield: 55.9kg per hive. Moisture content: 16.9%. HMF levels compliant. Extraction method: Drip.,Makueni,2026-02-12,BeeYield University Research
RES-20268214,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 93%. Brood viability: 80%. Temperament: Docile.,Kakamega,2026-02-12,BeeYield University Research
RES-20268215,Harvesting,Croton Honey Harvest,Yield: 13.1kg per hive. Moisture content: 16.4%. HMF levels compliant. Extraction method: Centrifugal.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268216,Disease,Tracheal Mite,Pathogen: Acarapis woodi. Clinical Signs: K-wing (disconnected wings); bees unable to fly. Recommended Protocol: Menthol crystals; Formic acid; oil patties. Risk Level: High.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268217,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 88%. Brood viability: 83%. Temperament: Defensive.,Mombasa,2026-02-12,BeeYield University Research
RES-20268218,Genetics,Queen Performance Metric,Lineage: Coastal Region-Adaptive. Hygienic score: 89%. Brood viability: 78%. Temperament: Docile.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268219,Apiary Management,Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern spotty. Stores: 28kg honey. Mite count: 20/100 bees.,Mombasa,2026-02-12,BeeYield University Research
RES-20268220,Disease,American Foulbrood (AFB),"Pathogen: Paenibacillus larvae. Clinical Signs: Sunken, perforated cappings; ropy slime; foul odor. Recommended Protocol: Burning of infected colonies; Terramycin (preventative). Risk Level: Critical.",Mount Kenya,2026-02-12,BeeYield University Research
RES-20268221,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Kitui,2026-02-12,BeeYield University Research
RES-20268222,Harvesting,Canola Honey Harvest,Yield: 50.1kg per hive. Moisture content: 15.5%. HMF levels compliant. Extraction method: Centrifugal.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268223,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 91%. Brood viability: 78%. Temperament: Aggressive.,Narok,2026-02-12,BeeYield University Research
RES-20268224,Apiary Management,Langstroth Hive Inspection,Colony Status: Critical. Queen laying pattern spotty. Stores: 36kg honey. Mite count: 20/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20268225,Apiary Management,Flow Hive Hive Inspection,Colony Status: Critical. Queen laying pattern solid. Stores: 38kg honey. Mite count: 13/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20268226,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 96%. Brood viability: 81%. Temperament: Defensive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20268227,Harvesting,Acacia Honey Harvest,Yield: 37.9kg per hive. Moisture content: 15.7%. HMF levels compliant. Extraction method: Drip.,Kakamega,2026-02-12,BeeYield University Research
RES-20268228,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Kitui,2026-02-12,BeeYield University Research
RES-20268229,Apiary Management,Flow Hive Hive Inspection,Colony Status: Weak. Queen laying pattern spotty. Stores: 23kg honey. Mite count: 7/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20268230,Sustainability,Sustainable Practice Implementation,Solar wax melting to reduce energy consumption.,Kitui,2026-02-12,BeeYield University Research
RES-20268231,Apiary Management,Flow Hive Hive Inspection,Colony Status: Queenless. Queen laying pattern solid. Stores: 32kg honey. Mite count: 2/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20268232,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 86%. Brood viability: 83%. Temperament: Docile.,Kakamega,2026-02-12,BeeYield University Research
RES-20268233,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268234,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 93%. Brood viability: 96%. Temperament: Defensive.,Baringo,2026-02-12,BeeYield University Research
RES-20268235,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Mombasa,2026-02-12,BeeYield University Research
RES-20268236,Disease,Greater Wax Moth,Pathogen: Galleria mellonella. Clinical Signs: Silk tunnels in comb; destroyed wax; bald brood. Recommended Protocol: Store frames with Para-moth; freeze frames; strong colonies. Risk Level: Medium.,Makueni,2026-02-12,BeeYield University Research
RES-20268237,Genetics,Queen Performance Metric,Lineage: Makueni-Adaptive. Hygienic score: 76%. Brood viability: 90%. Temperament: Defensive.,Makueni,2026-02-12,BeeYield University Research
RES-20268238,Apiary Management,Traditional Log Hive Inspection,Colony Status: Average. Queen laying pattern drone-layer. Stores: 13kg honey. Mite count: 13/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20268239,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern solid. Stores: 6kg honey. Mite count: 0/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20268240,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Mombasa,2026-02-12,BeeYield University Research
RES-20268241,Disease,Starvation,Pathogen: Management Failure. Clinical Signs: Bees dead with heads in cells; pile on bottom board. Recommended Protocol: Emergency feeding (fondant/sugar). Risk Level: Critical.,Mombasa,2026-02-12,BeeYield University Research
RES-20268242,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 92%. Brood viability: 96%. Temperament: Defensive.,Narok,2026-02-12,BeeYield University Research
RES-20268243,Genetics,Queen Performance Metric,Lineage: Coastal Region-Adaptive. Hygienic score: 70%. Brood viability: 77%. Temperament: Aggressive.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268244,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Kakamega,2026-02-12,BeeYield University Research
RES-20268245,Harvesting,Croton Honey Harvest,Yield: 54.1kg per hive. Moisture content: 19.6%. HMF levels compliant. Extraction method: Centrifugal.,Coastal Region,2026-02-12,BeeYield University Research
RES-20268246,Harvesting,Acacia Honey Harvest,Yield: 24.5kg per hive. Moisture content: 16.9%. HMF levels compliant. Extraction method: Crush & Strain.,Kisumu,2026-02-12,BeeYield University Research
RES-20268247,Harvesting,Lavender Honey Harvest,Yield: 45.0kg per hive. Moisture content: 20.9%. HMF levels compliant. Extraction method: Centrifugal.,Rift Valley,2026-02-12,BeeYield University Research
RES-20268248,Disease,American Foulbrood (AFB),"Pathogen: Paenibacillus larvae. Clinical Signs: Sunken, perforated cappings; ropy slime; foul odor. Recommended Protocol: Burning of infected colonies; Terramycin (preventative). Risk Level: Critical.",Kakamega,2026-02-12,BeeYield University Research
RES-20268249,Apiary Management,Langstroth Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 12kg honey. Mite count: 15/100 bees.,Aberdares,2026-02-12,BeeYield University Research
